p_brand	p_type	p_size	supplier_cnt
Brand#42	ECONOMY POLISHED TIN	14	4168
Brand#42	PROMO BRUSHED TIN	45	4168
Brand#43	ECONOMY POLISHED STEEL	9	4168
Brand#44	SMALL POLISHED TIN	36	4168
Brand#51	MEDIUM BRUSHED TIN	19	4168
Brand#51	STANDARD ANODIZED STEEL	3	4168
Brand#52	MEDIUM BRUSHED BRASS	9	4168
Brand#52	STANDARD PLATED STEEL	45	4168
Brand#53	ECONOMY ANODIZED TIN	19	4168
Brand#53	MEDIUM BURNISHED BRASS	19	4168
Brand#55	LARGE POLISHED STEEL	9	4168
Brand#55	PROMO PLATED STEEL	3	4168
Brand#55	SMALL PLATED TIN	19	4168
Brand#55	SMALL POLISHED NICKEL	45	4168
Brand#55	STANDARD BURNISHED COPPER	19	4168
Brand#11	ECONOMY BRUSHED STEEL	3	4167
Brand#11	LARGE BURNISHED NICKEL	45	4167
Brand#11	STANDARD ANODIZED STEEL	36	4167
Brand#12	PROMO ANODIZED NICKEL	23	4167
Brand#12	SMALL BRUSHED TIN	9	4167
Brand#13	STANDARD PLATED COPPER	19	4167
Brand#14	ECONOMY BRUSHED BRASS	3	4167
Brand#14	MEDIUM BURNISHED BRASS	49	4167
Brand#14	SMALL BURNISHED COPPER	23	4167
Brand#15	ECONOMY BURNISHED TIN	19	4167
Brand#15	LARGE POLISHED COPPER	19	4167
Brand#15	PROMO BURNISHED BRASS	45	4167
Brand#21	MEDIUM BRUSHED TIN	3	4167
Brand#21	PROMO BRUSHED COPPER	19	4167
Brand#21	PROMO BURNISHED COPPER	14	4167
Brand#22	ECONOMY POLISHED STEEL	45	4167
Brand#22	PROMO BURNISHED STEEL	45	4167
Brand#22	STANDARD BRUSHED BRASS	19	4167
Brand#23	ECONOMY BRUSHED BRASS	23	4167
Brand#23	LARGE ANODIZED TIN	45	4167
Brand#23	STANDARD POLISHED NICKEL	14	4167
Brand#24	LARGE PLATED STEEL	9	4167
Brand#24	MEDIUM BURNISHED TIN	23	4167
Brand#24	SMALL PLATED COPPER	9	4167
Brand#24	STANDARD BURNISHED STEEL	9	4167
Brand#25	PROMO ANODIZED BRASS	23	4167
Brand#25	PROMO BRUSHED COPPER	45	4167
Brand#25	STANDARD BURNISHED STEEL	45	4167
Brand#25	STANDARD POLISHED TIN	36	4167
Brand#31	LARGE ANODIZED TIN	49	4167
Brand#31	PROMO BURNISHED TIN	9	4167
Brand#31	SMALL PLATED TIN	19	4167
Brand#31	SMALL POLISHED NICKEL	23	4167
Brand#32	ECONOMY BURNISHED TIN	36	4167
Brand#32	LARGE PLATED TIN	14	4167
Brand#32	SMALL PLATED BRASS	49	4167
Brand#33	ECONOMY ANODIZED BRASS	45	4167
Brand#33	MEDIUM BURNISHED TIN	49	4167
Brand#34	STANDARD BURNISHED NICKEL	49	4167
Brand#35	MEDIUM ANODIZED COPPER	23	4167
Brand#41	ECONOMY BURNISHED NICKEL	14	4167
Brand#41	LARGE BURNISHED COPPER	36	4167
Brand#41	MEDIUM PLATED BRASS	45	4167
Brand#41	PROMO ANODIZED STEEL	45	4167
Brand#41	PROMO PLATED COPPER	45	4167
Brand#41	STANDARD ANODIZED NICKEL	36	4167
Brand#41	STANDARD PLATED BRASS	3	4167
Brand#42	PROMO ANODIZED BRASS	36	4167
Brand#42	PROMO ANODIZED STEEL	3	4167
Brand#42	SMALL BRUSHED NICKEL	19	4167
Brand#43	ECONOMY BRUSHED NICKEL	36	4167
Brand#43	ECONOMY PLATED NICKEL	3	4167
Brand#43	LARGE BRUSHED STEEL	49	4167
Brand#43	MEDIUM ANODIZED COPPER	9	4167
Brand#43	MEDIUM PLATED STEEL	14	4167
Brand#43	PROMO BRUSHED COPPER	36	4167
Brand#44	LARGE BRUSHED STEEL	23	4167
Brand#44	MEDIUM ANODIZED NICKEL	14	4167
Brand#44	MEDIUM BURNISHED BRASS	9	4167
Brand#51	SMALL BURNISHED STEEL	36	4167
Brand#51	STANDARD BRUSHED STEEL	49	4167
Brand#52	MEDIUM BURNISHED NICKEL	3	4167
Brand#52	PROMO BRUSHED BRASS	3	4167
Brand#53	LARGE ANODIZED STEEL	3	4167
Brand#53	MEDIUM BURNISHED STEEL	49	4167
Brand#53	MEDIUM PLATED STEEL	3	4167
Brand#53	PROMO POLISHED TIN	14	4167
Brand#53	SMALL POLISHED BRASS	45	4167
Brand#54	MEDIUM ANODIZED COPPER	23	4167
Brand#55	ECONOMY ANODIZED COPPER	45	4167
Brand#55	LARGE PLATED BRASS	19	4167
Brand#55	MEDIUM BURNISHED BRASS	9	4167
Brand#55	SMALL BURNISHED TIN	23	4167
Brand#55	STANDARD BRUSHED NICKEL	23	4167
Brand#55	STANDARD POLISHED COPPER	3	4167
Brand#55	STANDARD POLISHED NICKEL	3	4167
Brand#11	ECONOMY PLATED BRASS	9	4166
Brand#11	PROMO ANODIZED COPPER	45	4166
Brand#11	PROMO PLATED STEEL	14	4166
Brand#11	SMALL BURNISHED TIN	36	4166
Brand#11	SMALL POLISHED BRASS	23	4166
Brand#12	ECONOMY POLISHED STEEL	3	4166
Brand#12	MEDIUM ANODIZED STEEL	45	4166
Brand#12	PROMO ANODIZED TIN	9	4166
Brand#12	PROMO BRUSHED BRASS	14	4166
Brand#12	SMALL ANODIZED NICKEL	19	4166
Brand#12	SMALL PLATED COPPER	3	4166
Brand#12	SMALL PLATED TIN	14	4166
Brand#13	ECONOMY POLISHED NICKEL	23	4166
Brand#13	LARGE PLATED NICKEL	49	4166
Brand#13	MEDIUM BRUSHED STEEL	3	4166
Brand#13	STANDARD BURNISHED STEEL	14	4166
Brand#14	ECONOMY ANODIZED STEEL	49	4166
Brand#14	ECONOMY POLISHED STEEL	14	4166
Brand#14	STANDARD BURNISHED STEEL	23	4166
Brand#15	ECONOMY BRUSHED TIN	3	4166
Brand#21	ECONOMY ANODIZED COPPER	36	4166
Brand#21	LARGE BRUSHED STEEL	36	4166
Brand#21	MEDIUM PLATED STEEL	19	4166
Brand#21	PROMO POLISHED COPPER	45	4166
Brand#21	SMALL BRUSHED COPPER	23	4166
Brand#21	SMALL POLISHED NICKEL	9	4166
Brand#21	STANDARD PLATED TIN	23	4166
Brand#22	LARGE ANODIZED TIN	49	4166
Brand#22	PROMO BURNISHED NICKEL	14	4166
Brand#22	STANDARD BURNISHED COPPER	45	4166
Brand#23	LARGE POLISHED BRASS	14	4166
Brand#23	PROMO BRUSHED TIN	19	4166
Brand#23	SMALL BURNISHED NICKEL	9	4166
Brand#24	ECONOMY BRUSHED NICKEL	49	4166
Brand#24	LARGE BRUSHED TIN	3	4166
Brand#24	PROMO PLATED COPPER	9	4166
Brand#24	SMALL ANODIZED TIN	45	4166
Brand#24	STANDARD ANODIZED TIN	45	4166
Brand#25	ECONOMY BURNISHED NICKEL	14	4166
Brand#25	LARGE BURNISHED BRASS	9	4166
Brand#25	MEDIUM PLATED NICKEL	49	4166
Brand#25	PROMO BRUSHED TIN	49	4166
Brand#25	PROMO PLATED NICKEL	3	4166
Brand#25	SMALL BRUSHED NICKEL	36	4166
Brand#25	SMALL POLISHED STEEL	36	4166
Brand#25	STANDARD BRUSHED TIN	3	4166
Brand#31	ECONOMY POLISHED NICKEL	36	4166
Brand#31	ECONOMY POLISHED STEEL	9	4166
Brand#31	PROMO ANODIZED TIN	45	4166
Brand#32	ECONOMY BRUSHED COPPER	19	4166
Brand#32	LARGE PLATED COPPER	9	4166
Brand#32	MEDIUM PLATED NICKEL	19	4166
Brand#32	PROMO POLISHED BRASS	3	4166
Brand#32	SMALL BRUSHED COPPER	14	4166
Brand#32	SMALL PLATED STEEL	9	4166
Brand#33	ECONOMY BRUSHED TIN	14	4166
Brand#33	LARGE POLISHED NICKEL	19	4166
Brand#33	MEDIUM PLATED STEEL	23	4166
Brand#33	STANDARD BRUSHED TIN	23	4166
Brand#33	STANDARD PLATED STEEL	19	4166
Brand#34	SMALL BURNISHED NICKEL	3	4166
Brand#34	STANDARD POLISHED TIN	36	4166
Brand#35	MEDIUM BRUSHED COPPER	49	4166
Brand#35	MEDIUM BURNISHED TIN	14	4166
Brand#35	PROMO BURNISHED BRASS	14	4166
Brand#41	ECONOMY PLATED BRASS	3	4166
Brand#41	PROMO ANODIZED COPPER	45	4166
Brand#41	SMALL PLATED STEEL	19	4166
Brand#41	STANDARD BRUSHED BRASS	19	4166
Brand#41	STANDARD BURNISHED STEEL	23	4166
Brand#41	STANDARD BURNISHED STEEL	45	4166
Brand#42	MEDIUM BRUSHED STEEL	23	4166
Brand#42	MEDIUM BURNISHED STEEL	3	4166
Brand#43	SMALL BRUSHED COPPER	45	4166
Brand#43	SMALL PLATED COPPER	9	4166
Brand#44	MEDIUM ANODIZED BRASS	36	4166
Brand#44	PROMO POLISHED COPPER	49	4166
Brand#44	STANDARD POLISHED NICKEL	9	4166
Brand#51	PROMO BURNISHED STEEL	36	4166
Brand#51	PROMO POLISHED NICKEL	36	4166
Brand#51	SMALL POLISHED BRASS	3	4166
Brand#52	STANDARD BURNISHED BRASS	9	4166
Brand#53	PROMO ANODIZED TIN	49	4166
Brand#53	STANDARD ANODIZED STEEL	19	4166
Brand#53	STANDARD BURNISHED COPPER	49	4166
Brand#54	PROMO BRUSHED STEEL	45	4166
Brand#55	ECONOMY ANODIZED TIN	36	4166
Brand#55	LARGE POLISHED NICKEL	36	4166
Brand#55	STANDARD BRUSHED COPPER	19	4166
Brand#12	MEDIUM PLATED TIN	23	4165
Brand#13	ECONOMY BRUSHED NICKEL	19	4165
Brand#14	ECONOMY POLISHED BRASS	49	4165
Brand#15	ECONOMY ANODIZED COPPER	9	4165
Brand#15	ECONOMY PLATED STEEL	9	4165
Brand#15	MEDIUM BURNISHED STEEL	45	4165
Brand#15	PROMO BURNISHED NICKEL	49	4165
Brand#21	ECONOMY ANODIZED TIN	9	4165
Brand#21	ECONOMY BRUSHED COPPER	36	4165
Brand#21	LARGE POLISHED COPPER	19	4165
Brand#21	STANDARD BRUSHED STEEL	3	4165
Brand#22	STANDARD BURNISHED COPPER	14	4165
Brand#23	ECONOMY BURNISHED BRASS	9	4165
Brand#23	MEDIUM ANODIZED STEEL	23	4165
Brand#23	MEDIUM BRUSHED NICKEL	3	4165
Brand#23	SMALL BURNISHED STEEL	14	4165
Brand#24	LARGE BURNISHED COPPER	14	4165
Brand#24	PROMO PLATED BRASS	49	4165
Brand#24	SMALL PLATED NICKEL	36	4165
Brand#25	LARGE ANODIZED TIN	9	4165
Brand#25	LARGE POLISHED TIN	3	4165
Brand#25	MEDIUM BRUSHED TIN	3	4165
Brand#25	STANDARD BRUSHED BRASS	9	4165
Brand#31	ECONOMY ANODIZED TIN	3	4165
Brand#31	LARGE ANODIZED BRASS	23	4165
Brand#31	LARGE BRUSHED COPPER	14	4165
Brand#31	LARGE BRUSHED STEEL	19	4165
Brand#31	LARGE POLISHED NICKEL	36	4165
Brand#31	MEDIUM BRUSHED STEEL	3	4165
Brand#31	SMALL BURNISHED NICKEL	3	4165
Brand#33	PROMO BRUSHED TIN	14	4165
Brand#33	SMALL ANODIZED TIN	3	4165
Brand#33	STANDARD PLATED NICKEL	3	4165
Brand#34	ECONOMY BRUSHED TIN	3	4165
Brand#34	STANDARD BRUSHED COPPER	3	4165
Brand#35	SMALL PLATED TIN	14	4165
Brand#35	STANDARD BRUSHED NICKEL	45	4165
Brand#35	STANDARD POLISHED NICKEL	36	4165
Brand#41	MEDIUM ANODIZED STEEL	19	4165
Brand#42	SMALL POLISHED BRASS	14	4165
Brand#42	STANDARD ANODIZED STEEL	9	4165
Brand#43	MEDIUM BRUSHED BRASS	23	4165
Brand#43	MEDIUM PLATED COPPER	23	4165
Brand#43	PROMO BRUSHED BRASS	45	4165
Brand#43	SMALL ANODIZED STEEL	3	4165
Brand#44	ECONOMY ANODIZED STEEL	36	4165
Brand#44	ECONOMY BURNISHED NICKEL	49	4165
Brand#44	LARGE ANODIZED COPPER	36	4165
Brand#44	LARGE POLISHED COPPER	23	4165
Brand#44	PROMO BRUSHED TIN	3	4165
Brand#44	STANDARD PLATED COPPER	23	4165
Brand#51	LARGE BRUSHED NICKEL	3	4165
Brand#52	PROMO ANODIZED TIN	49	4165
Brand#52	SMALL BURNISHED BRASS	9	4165
Brand#53	LARGE PLATED BRASS	23	4165
Brand#53	SMALL BRUSHED NICKEL	36	4165
Brand#53	SMALL PLATED BRASS	36	4165
Brand#53	STANDARD POLISHED TIN	49	4165
Brand#54	ECONOMY POLISHED NICKEL	9	4165
Brand#54	LARGE PLATED NICKEL	9	4165
Brand#54	MEDIUM BURNISHED STEEL	45	4165
Brand#54	PROMO BURNISHED COPPER	9	4165
Brand#55	ECONOMY PLATED STEEL	19	4165
Brand#55	ECONOMY PLATED TIN	49	4165
Brand#55	PROMO BURNISHED NICKEL	49	4165
Brand#55	STANDARD BRUSHED BRASS	19	4165
Brand#55	STANDARD PLATED TIN	49	4165
Brand#11	LARGE BURNISHED NICKEL	3	4164
Brand#11	SMALL BURNISHED STEEL	36	4164
Brand#12	ECONOMY PLATED BRASS	45	4164
Brand#12	LARGE BRUSHED STEEL	3	4164
Brand#12	MEDIUM BURNISHED TIN	14	4164
Brand#12	SMALL BRUSHED STEEL	14	4164
Brand#12	STANDARD BURNISHED TIN	14	4164
Brand#13	ECONOMY PLATED STEEL	36	4164
Brand#13	LARGE ANODIZED STEEL	19	4164
Brand#13	MEDIUM BRUSHED COPPER	36	4164
Brand#14	ECONOMY POLISHED STEEL	36	4164
Brand#14	SMALL PLATED BRASS	9	4164
Brand#15	LARGE ANODIZED COPPER	3	4164
Brand#15	LARGE PLATED TIN	19	4164
Brand#21	ECONOMY ANODIZED NICKEL	3	4164
Brand#21	STANDARD ANODIZED BRASS	9	4164
Brand#22	LARGE BURNISHED NICKEL	45	4164
Brand#23	SMALL ANODIZED NICKEL	3	4164
Brand#24	ECONOMY BURNISHED TIN	9	4164
Brand#24	LARGE PLATED COPPER	49	4164
Brand#24	STANDARD ANODIZED COPPER	9	4164
Brand#25	ECONOMY ANODIZED NICKEL	9	4164
Brand#25	MEDIUM BURNISHED TIN	19	4164
Brand#31	ECONOMY BRUSHED BRASS	9	4164
Brand#31	MEDIUM PLATED TIN	19	4164
Brand#31	PROMO PLATED STEEL	3	4164
Brand#31	STANDARD POLISHED STEEL	49	4164
Brand#32	PROMO BURNISHED COPPER	14	4164
Brand#32	SMALL POLISHED STEEL	14	4164
Brand#33	ECONOMY PLATED BRASS	45	4164
Brand#33	PROMO POLISHED COPPER	36	4164
Brand#33	PROMO POLISHED STEEL	3	4164
Brand#34	ECONOMY ANODIZED NICKEL	36	4164
Brand#34	ECONOMY PLATED COPPER	9	4164
Brand#34	PROMO ANODIZED TIN	36	4164
Brand#34	PROMO BURNISHED TIN	19	4164
Brand#34	STANDARD BRUSHED STEEL	49	4164
Brand#34	STANDARD BURNISHED TIN	36	4164
Brand#35	LARGE PLATED NICKEL	49	4164
Brand#41	LARGE ANODIZED STEEL	45	4164
Brand#41	SMALL BRUSHED BRASS	45	4164
Brand#41	STANDARD POLISHED STEEL	23	4164
Brand#43	LARGE PLATED BRASS	14	4164
Brand#44	ECONOMY ANODIZED TIN	9	4164
Brand#44	LARGE BRUSHED NICKEL	19	4164
Brand#44	STANDARD POLISHED STEEL	9	4164
Brand#51	MEDIUM BURNISHED NICKEL	19	4164
Brand#51	STANDARD ANODIZED NICKEL	3	4164
Brand#52	ECONOMY BURNISHED STEEL	49	4164
Brand#52	LARGE PLATED NICKEL	36	4164
Brand#52	LARGE POLISHED STEEL	36	4164
Brand#52	PROMO BURNISHED BRASS	23	4164
Brand#53	ECONOMY ANODIZED BRASS	19	4164
Brand#53	MEDIUM BRUSHED STEEL	45	4164
Brand#53	PROMO BRUSHED STEEL	45	4164
Brand#54	MEDIUM PLATED STEEL	14	4164
Brand#55	ECONOMY BRUSHED TIN	3	4164
Brand#55	PROMO ANODIZED COPPER	19	4164
Brand#55	STANDARD ANODIZED NICKEL	49	4164
Brand#55	STANDARD POLISHED TIN	9	4164
Brand#11	LARGE POLISHED TIN	49	4163
Brand#11	SMALL BURNISHED TIN	23	4163
Brand#11	STANDARD POLISHED BRASS	9	4163
Brand#12	SMALL BURNISHED STEEL	49	4163
Brand#12	STANDARD BRUSHED NICKEL	36	4163
Brand#13	ECONOMY POLISHED TIN	23	4163
Brand#13	PROMO BURNISHED COPPER	19	4163
Brand#13	PROMO PLATED STEEL	19	4163
Brand#14	ECONOMY BRUSHED NICKEL	19	4163
Brand#14	LARGE POLISHED COPPER	45	4163
Brand#14	MEDIUM BURNISHED TIN	49	4163
Brand#14	PROMO BURNISHED TIN	3	4163
Brand#15	MEDIUM BRUSHED STEEL	45	4163
Brand#15	SMALL ANODIZED TIN	19	4163
Brand#21	ECONOMY POLISHED COPPER	36	4163
Brand#21	LARGE BRUSHED COPPER	19	4163
Brand#21	PROMO POLISHED NICKEL	36	4163
Brand#21	SMALL ANODIZED COPPER	23	4163
Brand#22	LARGE BURNISHED STEEL	36	4163
Brand#22	MEDIUM ANODIZED NICKEL	9	4163
Brand#22	MEDIUM BURNISHED COPPER	19	4163
Brand#22	STANDARD PLATED COPPER	23	4163
Brand#23	ECONOMY BURNISHED STEEL	19	4163
Brand#23	LARGE PLATED TIN	49	4163
Brand#23	SMALL ANODIZED COPPER	9	4163
Brand#24	ECONOMY BURNISHED STEEL	45	4163
Brand#24	PROMO ANODIZED COPPER	9	4163
Brand#24	SMALL PLATED COPPER	49	4163
Brand#24	STANDARD BRUSHED NICKEL	9	4163
Brand#24	STANDARD POLISHED TIN	19	4163
Brand#25	ECONOMY ANODIZED BRASS	14	4163
Brand#25	PROMO BURNISHED TIN	14	4163
Brand#25	PROMO PLATED STEEL	19	4163
Brand#25	PROMO POLISHED COPPER	23	4163
Brand#31	MEDIUM BRUSHED TIN	45	4163
Brand#31	PROMO PLATED NICKEL	45	4163
Brand#32	ECONOMY ANODIZED NICKEL	14	4163
Brand#32	ECONOMY PLATED COPPER	45	4163
Brand#32	LARGE BURNISHED BRASS	9	4163
Brand#32	LARGE POLISHED STEEL	19	4163
Brand#32	PROMO BURNISHED TIN	19	4163
Brand#32	SMALL BURNISHED STEEL	3	4163
Brand#32	SMALL PLATED NICKEL	23	4163
Brand#33	ECONOMY ANODIZED STEEL	23	4163
Brand#33	ECONOMY PLATED STEEL	3	4163
Brand#33	STANDARD BURNISHED COPPER	9	4163
Brand#34	LARGE ANODIZED NICKEL	14	4163
Brand#34	LARGE PLATED TIN	36	4163
Brand#35	PROMO POLISHED STEEL	9	4163
Brand#35	STANDARD PLATED BRASS	45	4163
Brand#41	MEDIUM BRUSHED TIN	45	4163
Brand#41	MEDIUM BURNISHED BRASS	23	4163
Brand#41	STANDARD BURNISHED BRASS	14	4163
Brand#42	ECONOMY BRUSHED COPPER	9	4163
Brand#42	ECONOMY BRUSHED NICKEL	49	4163
Brand#42	ECONOMY POLISHED STEEL	14	4163
Brand#42	LARGE ANODIZED TIN	45	4163
Brand#42	MEDIUM BRUSHED COPPER	14	4163
Brand#42	STANDARD PLATED STEEL	3	4163
Brand#43	LARGE POLISHED BRASS	14	4163
Brand#43	SMALL BURNISHED TIN	3	4163
Brand#44	PROMO BURNISHED STEEL	9	4163
Brand#44	SMALL BRUSHED TIN	45	4163
Brand#44	SMALL BURNISHED TIN	49	4163
Brand#44	STANDARD ANODIZED COPPER	49	4163
Brand#51	PROMO ANODIZED NICKEL	23	4163
Brand#51	SMALL ANODIZED COPPER	36	4163
Brand#52	ECONOMY BRUSHED STEEL	9	4163
Brand#52	LARGE BRUSHED STEEL	3	4163
Brand#52	MEDIUM BRUSHED TIN	3	4163
Brand#53	ECONOMY BURNISHED BRASS	14	4163
Brand#53	PROMO ANODIZED TIN	45	4163
Brand#54	LARGE BRUSHED NICKEL	14	4163
Brand#54	LARGE POLISHED TIN	45	4163
Brand#54	PROMO POLISHED TIN	3	4163
Brand#54	SMALL BURNISHED NICKEL	36	4163
Brand#55	LARGE PLATED TIN	9	4163
Brand#55	STANDARD BURNISHED TIN	49	4163
Brand#55	STANDARD POLISHED BRASS	3	4163
Brand#11	MEDIUM ANODIZED BRASS	19	4162
Brand#11	SMALL BURNISHED TIN	9	4162
Brand#11	SMALL PLATED TIN	19	4162
Brand#12	MEDIUM PLATED COPPER	9	4162
Brand#13	MEDIUM BRUSHED TIN	36	4162
Brand#13	MEDIUM PLATED STEEL	45	4162
Brand#13	PROMO PLATED COPPER	36	4162
Brand#14	ECONOMY POLISHED BRASS	9	4162
Brand#14	PROMO PLATED COPPER	36	4162
Brand#14	SMALL BRUSHED COPPER	45	4162
Brand#15	PROMO BURNISHED BRASS	49	4162
Brand#21	LARGE BRUSHED STEEL	9	4162
Brand#21	LARGE BRUSHED STEEL	19	4162
Brand#21	SMALL POLISHED NICKEL	23	4162
Brand#22	PROMO PLATED BRASS	36	4162
Brand#22	STANDARD PLATED TIN	23	4162
Brand#24	ECONOMY ANODIZED NICKEL	45	4162
Brand#24	ECONOMY BURNISHED TIN	23	4162
Brand#24	MEDIUM PLATED COPPER	3	4162
Brand#24	SMALL ANODIZED TIN	49	4162
Brand#25	ECONOMY BURNISHED COPPER	3	4162
Brand#25	SMALL PLATED TIN	14	4162
Brand#25	STANDARD ANODIZED COPPER	19	4162
Brand#32	ECONOMY BRUSHED NICKEL	36	4162
Brand#32	STANDARD BURNISHED COPPER	9	4162
Brand#32	STANDARD POLISHED COPPER	14	4162
Brand#33	LARGE BURNISHED STEEL	23	4162
Brand#33	PROMO BURNISHED COPPER	19	4162
Brand#34	LARGE PLATED TIN	23	4162
Brand#34	MEDIUM ANODIZED BRASS	36	4162
Brand#34	SMALL BURNISHED BRASS	45	4162
Brand#34	STANDARD BURNISHED STEEL	45	4162
Brand#34	STANDARD PLATED NICKEL	36	4162
Brand#35	ECONOMY BRUSHED BRASS	3	4162
Brand#35	MEDIUM ANODIZED NICKEL	3	4162
Brand#35	PROMO PLATED COPPER	45	4162
Brand#35	SMALL POLISHED NICKEL	49	4162
Brand#35	STANDARD BRUSHED NICKEL	23	4162
Brand#35	STANDARD BURNISHED COPPER	23	4162
Brand#35	STANDARD POLISHED STEEL	9	4162
Brand#41	ECONOMY PLATED NICKEL	49	4162
Brand#41	PROMO PLATED BRASS	9	4162
Brand#41	STANDARD BURNISHED TIN	19	4162
Brand#42	LARGE POLISHED COPPER	49	4162
Brand#42	PROMO POLISHED BRASS	45	4162
Brand#42	PROMO POLISHED COPPER	19	4162
Brand#44	ECONOMY BURNISHED TIN	3	4162
Brand#44	MEDIUM BURNISHED NICKEL	14	4162
Brand#51	PROMO ANODIZED TIN	14	4162
Brand#51	STANDARD POLISHED TIN	36	4162
Brand#52	MEDIUM PLATED TIN	19	4162
Brand#53	SMALL PLATED BRASS	14	4162
Brand#54	ECONOMY BRUSHED BRASS	19	4162
Brand#55	ECONOMY POLISHED BRASS	45	4162
Brand#55	LARGE ANODIZED TIN	14	4162
Brand#11	ECONOMY ANODIZED NICKEL	23	4161
Brand#11	LARGE POLISHED COPPER	14	4161
Brand#11	PROMO ANODIZED TIN	49	4161
Brand#12	PROMO PLATED COPPER	3	4161
Brand#13	PROMO PLATED NICKEL	19	4161
Brand#14	MEDIUM PLATED TIN	36	4161
Brand#15	PROMO POLISHED BRASS	9	4161
Brand#21	LARGE BRUSHED NICKEL	9	4161
Brand#21	PROMO ANODIZED COPPER	49	4161
Brand#21	PROMO POLISHED TIN	45	4161
Brand#21	SMALL BRUSHED COPPER	3	4161
Brand#22	ECONOMY PLATED BRASS	23	4161
Brand#22	SMALL PLATED NICKEL	49	4161
Brand#23	MEDIUM ANODIZED NICKEL	14	4161
Brand#23	MEDIUM BURNISHED COPPER	3	4161
Brand#24	LARGE BRUSHED BRASS	14	4161
Brand#24	LARGE BURNISHED STEEL	23	4161
Brand#31	ECONOMY BRUSHED BRASS	23	4161
Brand#31	LARGE BURNISHED NICKEL	14	4161
Brand#31	PROMO BURNISHED BRASS	45	4161
Brand#31	PROMO POLISHED NICKEL	14	4161
Brand#32	ECONOMY BRUSHED NICKEL	19	4161
Brand#32	MEDIUM PLATED STEEL	23	4161
Brand#32	PROMO BURNISHED TIN	49	4161
Brand#32	SMALL POLISHED BRASS	14	4161
Brand#33	LARGE POLISHED COPPER	36	4161
Brand#33	PROMO ANODIZED STEEL	19	4161
Brand#33	PROMO BRUSHED NICKEL	19	4161
Brand#34	ECONOMY PLATED BRASS	36	4161
Brand#34	LARGE PLATED BRASS	3	4161
Brand#34	LARGE PLATED STEEL	19	4161
Brand#34	MEDIUM BRUSHED STEEL	49	4161
Brand#34	PROMO BRUSHED NICKEL	36	4161
Brand#35	MEDIUM ANODIZED BRASS	3	4161
Brand#35	PROMO POLISHED NICKEL	23	4161
Brand#35	STANDARD POLISHED STEEL	23	4161
Brand#41	LARGE BRUSHED STEEL	49	4161
Brand#41	MEDIUM PLATED STEEL	3	4161
Brand#42	LARGE BURNISHED COPPER	36	4161
Brand#42	LARGE BURNISHED STEEL	45	4161
Brand#42	LARGE PLATED STEEL	19	4161
Brand#43	LARGE POLISHED STEEL	3	4161
Brand#44	LARGE BURNISHED STEEL	45	4161
Brand#44	SMALL BURNISHED BRASS	3	4161
Brand#44	STANDARD BURNISHED COPPER	36	4161
Brand#51	STANDARD BURNISHED BRASS	19	4161
Brand#53	MEDIUM BURNISHED NICKEL	45	4161
Brand#54	PROMO BRUSHED TIN	3	4161
Brand#54	SMALL PLATED STEEL	45	4161
Brand#55	SMALL ANODIZED COPPER	45	4161
Brand#11	STANDARD POLISHED BRASS	49	4160
Brand#12	MEDIUM BURNISHED NICKEL	45	4160
Brand#12	MEDIUM PLATED TIN	49	4160
Brand#12	STANDARD PLATED BRASS	3	4160
Brand#13	LARGE BRUSHED TIN	49	4160
Brand#13	SMALL POLISHED BRASS	23	4160
Brand#14	LARGE BRUSHED BRASS	36	4160
Brand#14	SMALL ANODIZED COPPER	14	4160
Brand#15	STANDARD BURNISHED NICKEL	36	4160
Brand#21	ECONOMY BURNISHED COPPER	49	4160
Brand#21	MEDIUM BURNISHED NICKEL	36	4160
Brand#21	MEDIUM BURNISHED TIN	49	4160
Brand#21	STANDARD ANODIZED COPPER	45	4160
Brand#21	STANDARD ANODIZED NICKEL	3	4160
Brand#22	LARGE POLISHED STEEL	49	4160
Brand#22	MEDIUM ANODIZED STEEL	36	4160
Brand#22	MEDIUM BRUSHED COPPER	36	4160
Brand#22	MEDIUM BRUSHED TIN	49	4160
Brand#23	LARGE ANODIZED BRASS	19	4160
Brand#23	PROMO BRUSHED BRASS	19	4160
Brand#23	STANDARD BURNISHED COPPER	45	4160
Brand#24	ECONOMY ANODIZED STEEL	9	4160
Brand#24	ECONOMY POLISHED COPPER	9	4160
Brand#24	MEDIUM ANODIZED STEEL	3	4160
Brand#24	SMALL PLATED TIN	19	4160
Brand#25	LARGE BURNISHED TIN	45	4160
Brand#25	PROMO ANODIZED COPPER	19	4160
Brand#25	STANDARD ANODIZED TIN	23	4160
Brand#31	LARGE BRUSHED STEEL	14	4160
Brand#31	LARGE PLATED BRASS	14	4160
Brand#31	MEDIUM ANODIZED BRASS	14	4160
Brand#31	MEDIUM BRUSHED BRASS	14	4160
Brand#32	LARGE POLISHED TIN	45	4160
Brand#34	MEDIUM ANODIZED BRASS	49	4160
Brand#34	PROMO BURNISHED STEEL	14	4160
Brand#34	SMALL ANODIZED COPPER	3	4160
Brand#35	STANDARD ANODIZED COPPER	49	4160
Brand#41	LARGE POLISHED TIN	19	4160
Brand#42	ECONOMY PLATED COPPER	14	4160
Brand#42	LARGE PLATED STEEL	45	4160
Brand#42	LARGE PLATED TIN	19	4160
Brand#42	SMALL POLISHED STEEL	45	4160
