p_brand	p_type	p_size	supplier_cnt
Brand#21	ECONOMY POLISHED COPPER	19	2084
Brand#21	LARGE BRUSHED COPPER	36	2084
Brand#21	MEDIUM ANODIZED TIN	14	2084
Brand#21	SMALL BURNISHED BRASS	36	2084
Brand#22	ECONOMY PLATED COPPER	45	2084
Brand#22	ECONOMY POLISHED NICKEL	9	2084
Brand#22	LARGE BRUSHED NICKEL	23	2084
Brand#22	LARGE BRUSHED TIN	49	2084
Brand#22	LARGE BURNISHED STEEL	45	2084
Brand#22	MEDIUM ANODIZED NICKEL	19	2084
Brand#22	MEDIUM BURNISHED BRASS	36	2084
Brand#22	SMALL ANODIZED STEEL	14	2084
Brand#23	MEDIUM ANODIZED TIN	9	2084
Brand#23	PROMO POLISHED TIN	9	2084
Brand#23	SMALL PLATED STEEL	49	2084
Brand#23	SMALL POLISHED STEEL	3	2084
Brand#24	PROMO BURNISHED TIN	23	2084
Brand#24	PROMO PLATED BRASS	45	2084
Brand#24	PROMO POLISHED TIN	9	2084
Brand#24	SMALL ANODIZED COPPER	49	2084
Brand#24	STANDARD BRUSHED STEEL	23	2084
Brand#25	ECONOMY ANODIZED NICKEL	19	2084
Brand#25	LARGE ANODIZED BRASS	19	2084
Brand#25	LARGE PLATED NICKEL	45	2084
Brand#25	PROMO PLATED STEEL	23	2084
Brand#25	SMALL BURNISHED TIN	36	2084
Brand#25	STANDARD BURNISHED COPPER	9	2084
Brand#25	STANDARD BURNISHED STEEL	19	2084
Brand#25	STANDARD PLATED BRASS	9	2084
Brand#31	PROMO ANODIZED COPPER	36	2084
Brand#31	PROMO ANODIZED NICKEL	9	2084
Brand#31	SMALL BRUSHED COPPER	9	2084
Brand#31	STANDARD BRUSHED BRASS	36	2084
Brand#32	ECONOMY ANODIZED NICKEL	45	2084
Brand#32	LARGE PLATED COPPER	14	2084
Brand#32	LARGE POLISHED TIN	3	2084
Brand#32	MEDIUM BRUSHED STEEL	9	2084
Brand#32	STANDARD PLATED STEEL	9	2084
Brand#33	SMALL ANODIZED BRASS	49	2084
Brand#33	STANDARD BURNISHED BRASS	9	2084
Brand#33	STANDARD PLATED NICKEL	36	2084
Brand#34	LARGE BRUSHED BRASS	23	2084
Brand#34	LARGE PLATED TIN	3	2084
Brand#34	LARGE POLISHED NICKEL	36	2084
Brand#34	PROMO PLATED BRASS	19	2084
Brand#34	PROMO POLISHED TIN	45	2084
Brand#34	SMALL BURNISHED NICKEL	45	2084
Brand#35	ECONOMY PLATED COPPER	3	2084
Brand#35	LARGE PLATED NICKEL	19	2084
Brand#35	PROMO ANODIZED STEEL	14	2084
Brand#35	PROMO POLISHED NICKEL	36	2084
Brand#35	SMALL BRUSHED NICKEL	19	2084
Brand#35	SMALL BURNISHED COPPER	3	2084
Brand#35	STANDARD ANODIZED TIN	14	2084
Brand#41	LARGE PLATED COPPER	49	2084
Brand#41	PROMO ANODIZED STEEL	14	2084
Brand#41	STANDARD ANODIZED STEEL	19	2084
Brand#41	STANDARD POLISHED BRASS	3	2084
Brand#42	LARGE ANODIZED BRASS	19	2084
Brand#42	LARGE BURNISHED TIN	45	2084
Brand#42	LARGE POLISHED STEEL	49	2084
Brand#42	MEDIUM BRUSHED NICKEL	3	2084
Brand#42	MEDIUM BRUSHED STEEL	14	2084
Brand#42	SMALL ANODIZED BRASS	19	2084
Brand#42	SMALL POLISHED STEEL	3	2084
Brand#42	STANDARD ANODIZED COPPER	3	2084
Brand#42	STANDARD PLATED TIN	36	2084
Brand#43	LARGE ANODIZED COPPER	9	2084
Brand#43	MEDIUM BRUSHED BRASS	19	2084
Brand#43	PROMO POLISHED TIN	23	2084
Brand#44	ECONOMY BRUSHED STEEL	9	2084
Brand#44	ECONOMY POLISHED STEEL	45	2084
Brand#44	LARGE BRUSHED TIN	19	2084
Brand#44	PROMO BRUSHED STEEL	19	2084
Brand#44	PROMO BURNISHED STEEL	36	2084
Brand#44	SMALL PLATED BRASS	14	2084
Brand#44	STANDARD BURNISHED TIN	19	2084
Brand#44	STANDARD POLISHED STEEL	49	2084
Brand#51	ECONOMY BURNISHED BRASS	23	2084
Brand#51	ECONOMY PLATED TIN	36	2084
Brand#51	MEDIUM ANODIZED BRASS	14	2084
Brand#51	MEDIUM BRUSHED BRASS	19	2084
Brand#51	MEDIUM BURNISHED COPPER	49	2084
Brand#51	PROMO PLATED NICKEL	49	2084
Brand#51	PROMO PLATED TIN	19	2084
Brand#51	SMALL ANODIZED TIN	36	2084
Brand#51	SMALL BURNISHED STEEL	36	2084
Brand#52	ECONOMY ANODIZED STEEL	23	2084
Brand#52	LARGE BURNISHED STEEL	9	2084
Brand#52	LARGE PLATED TIN	36	2084
Brand#52	SMALL ANODIZED COPPER	14	2084
Brand#52	STANDARD PLATED BRASS	36	2084
Brand#53	ECONOMY BRUSHED NICKEL	19	2084
Brand#53	SMALL PLATED COPPER	45	2084
Brand#53	STANDARD ANODIZED BRASS	49	2084
Brand#53	STANDARD BRUSHED COPPER	45	2084
Brand#53	STANDARD POLISHED STEEL	3	2084
Brand#54	LARGE BRUSHED COPPER	14	2084
Brand#54	LARGE BRUSHED COPPER	36	2084
Brand#54	LARGE BRUSHED NICKEL	36	2084
Brand#54	LARGE PLATED TIN	45	2084
Brand#54	MEDIUM BURNISHED NICKEL	49	2084
Brand#54	SMALL BRUSHED COPPER	45	2084
Brand#54	SMALL BRUSHED NICKEL	36	2084
Brand#54	STANDARD ANODIZED NICKEL	9	2084
Brand#55	LARGE BURNISHED TIN	9	2084
Brand#55	MEDIUM PLATED COPPER	49	2084
Brand#55	PROMO ANODIZED BRASS	9	2084
Brand#55	SMALL ANODIZED BRASS	14	2084
Brand#55	SMALL ANODIZED NICKEL	36	2084
Brand#55	SMALL BRUSHED NICKEL	49	2084
Brand#55	STANDARD BURNISHED STEEL	23	2084
Brand#11	ECONOMY BRUSHED COPPER	49	2083
Brand#11	MEDIUM BURNISHED BRASS	3	2083
Brand#11	STANDARD BURNISHED COPPER	19	2083
Brand#11	STANDARD PLATED STEEL	9	2083
Brand#12	LARGE BRUSHED STEEL	36	2083
Brand#12	LARGE POLISHED TIN	36	2083
Brand#12	PROMO POLISHED COPPER	9	2083
Brand#12	SMALL BRUSHED TIN	9	2083
Brand#12	SMALL BURNISHED BRASS	3	2083
Brand#12	STANDARD BRUSHED NICKEL	14	2083
Brand#13	LARGE ANODIZED BRASS	3	2083
Brand#13	LARGE BURNISHED BRASS	45	2083
Brand#13	LARGE BURNISHED STEEL	36	2083
Brand#13	LARGE POLISHED STEEL	9	2083
Brand#13	MEDIUM ANODIZED COPPER	19	2083
Brand#13	MEDIUM PLATED BRASS	49	2083
Brand#13	PROMO ANODIZED TIN	9	2083
Brand#13	PROMO PLATED TIN	45	2083
Brand#13	STANDARD POLISHED NICKEL	36	2083
Brand#13	STANDARD POLISHED TIN	3	2083
Brand#14	ECONOMY PLATED NICKEL	19	2083
Brand#14	LARGE ANODIZED COPPER	3	2083
Brand#14	LARGE BURNISHED NICKEL	19	2083
Brand#14	SMALL PLATED COPPER	36	2083
Brand#14	STANDARD POLISHED NICKEL	19	2083
Brand#15	LARGE ANODIZED BRASS	23	2083
Brand#15	LARGE ANODIZED TIN	19	2083
Brand#15	LARGE BURNISHED COPPER	9	2083
Brand#15	MEDIUM PLATED NICKEL	36	2083
Brand#15	PROMO BURNISHED BRASS	23	2083
Brand#15	SMALL POLISHED STEEL	36	2083
Brand#15	STANDARD BRUSHED BRASS	45	2083
Brand#15	STANDARD PLATED STEEL	36	2083
Brand#21	LARGE ANODIZED BRASS	9	2083
Brand#21	LARGE BRUSHED STEEL	36	2083
Brand#21	LARGE BRUSHED TIN	14	2083
Brand#21	LARGE BURNISHED BRASS	3	2083
Brand#21	LARGE PLATED NICKEL	23	2083
Brand#21	STANDARD BRUSHED TIN	3	2083
Brand#21	STANDARD BRUSHED TIN	9	2083
Brand#22	ECONOMY PLATED TIN	49	2083
Brand#22	LARGE PLATED COPPER	19	2083
Brand#22	PROMO ANODIZED STEEL	19	2083
Brand#22	PROMO BRUSHED BRASS	45	2083
Brand#22	SMALL ANODIZED BRASS	9	2083
Brand#22	SMALL POLISHED BRASS	3	2083
Brand#23	ECONOMY ANODIZED COPPER	19	2083
Brand#23	MEDIUM BURNISHED STEEL	14	2083
Brand#23	STANDARD ANODIZED NICKEL	14	2083
Brand#23	STANDARD ANODIZED STEEL	36	2083
Brand#24	LARGE BRUSHED BRASS	49	2083
Brand#24	MEDIUM PLATED COPPER	19	2083
Brand#24	PROMO ANODIZED NICKEL	14	2083
Brand#24	PROMO BRUSHED STEEL	49	2083
Brand#24	PROMO BURNISHED TIN	19	2083
Brand#24	STANDARD PLATED STEEL	14	2083
Brand#25	ECONOMY PLATED COPPER	3	2083
Brand#25	ECONOMY POLISHED TIN	9	2083
Brand#25	PROMO PLATED STEEL	14	2083
Brand#25	SMALL ANODIZED NICKEL	19	2083
Brand#25	SMALL PLATED BRASS	36	2083
Brand#25	STANDARD POLISHED COPPER	36	2083
Brand#31	ECONOMY BURNISHED COPPER	9	2083
Brand#31	LARGE PLATED TIN	45	2083
Brand#31	STANDARD BRUSHED BRASS	3	2083
Brand#32	ECONOMY BURNISHED BRASS	49	2083
Brand#32	LARGE PLATED TIN	14	2083
Brand#32	MEDIUM BURNISHED STEEL	36	2083
Brand#32	PROMO POLISHED TIN	49	2083
Brand#32	SMALL ANODIZED COPPER	49	2083
Brand#32	SMALL ANODIZED TIN	14	2083
Brand#32	SMALL BRUSHED TIN	36	2083
Brand#32	STANDARD ANODIZED NICKEL	19	2083
Brand#32	STANDARD BURNISHED TIN	14	2083
Brand#32	STANDARD PLATED COPPER	23	2083
Brand#33	MEDIUM ANODIZED STEEL	36	2083
Brand#33	MEDIUM BURNISHED BRASS	23	2083
Brand#33	MEDIUM BURNISHED BRASS	49	2083
Brand#33	MEDIUM PLATED STEEL	14	2083
Brand#33	STANDARD ANODIZED STEEL	36	2083
Brand#33	STANDARD BURNISHED BRASS	14	2083
Brand#33	STANDARD BURNISHED STEEL	49	2083
Brand#34	MEDIUM ANODIZED BRASS	45	2083
Brand#34	PROMO PLATED TIN	23	2083
Brand#34	SMALL BURNISHED BRASS	23	2083
Brand#34	SMALL PLATED NICKEL	9	2083
Brand#34	STANDARD BURNISHED TIN	36	2083
Brand#34	STANDARD PLATED COPPER	49	2083
Brand#35	LARGE ANODIZED BRASS	23	2083
Brand#35	LARGE POLISHED NICKEL	23	2083
Brand#35	MEDIUM ANODIZED NICKEL	23	2083
Brand#35	PROMO BRUSHED BRASS	3	2083
Brand#35	STANDARD ANODIZED TIN	45	2083
Brand#41	ECONOMY POLISHED TIN	49	2083
Brand#41	LARGE BRUSHED NICKEL	36	2083
Brand#41	LARGE PLATED TIN	49	2083
Brand#41	PROMO POLISHED COPPER	19	2083
Brand#41	SMALL BRUSHED COPPER	45	2083
Brand#41	SMALL POLISHED STEEL	14	2083
Brand#41	STANDARD BRUSHED BRASS	23	2083
Brand#42	MEDIUM BURNISHED STEEL	3	2083
Brand#42	SMALL BURNISHED TIN	45	2083
Brand#42	SMALL POLISHED BRASS	3	2083
Brand#42	STANDARD BURNISHED TIN	45	2083
Brand#43	ECONOMY BRUSHED TIN	19	2083
Brand#43	PROMO BURNISHED TIN	9	2083
Brand#43	PROMO POLISHED COPPER	36	2083
Brand#43	SMALL ANODIZED BRASS	36	2083
Brand#43	SMALL ANODIZED STEEL	49	2083
Brand#43	STANDARD BURNISHED BRASS	36	2083
Brand#43	STANDARD POLISHED NICKEL	3	2083
Brand#44	ECONOMY ANODIZED NICKEL	36	2083
Brand#44	LARGE BURNISHED STEEL	9	2083
Brand#44	MEDIUM BURNISHED STEEL	3	2083
Brand#44	PROMO BRUSHED COPPER	36	2083
Brand#44	PROMO BURNISHED BRASS	23	2083
Brand#44	PROMO POLISHED BRASS	49	2083
Brand#44	SMALL ANODIZED STEEL	45	2083
Brand#44	SMALL PLATED BRASS	49	2083
Brand#44	STANDARD ANODIZED BRASS	19	2083
Brand#51	LARGE ANODIZED COPPER	14	2083
Brand#51	PROMO ANODIZED TIN	9	2083
Brand#51	SMALL ANODIZED COPPER	36	2083
Brand#51	SMALL ANODIZED TIN	9	2083
Brand#51	STANDARD POLISHED NICKEL	45	2083
Brand#51	STANDARD POLISHED STEEL	49	2083
Brand#52	LARGE BRUSHED COPPER	3	2083
Brand#52	SMALL ANODIZED STEEL	45	2083
Brand#52	SMALL BRUSHED STEEL	23	2083
Brand#52	STANDARD ANODIZED BRASS	3	2083
Brand#53	MEDIUM BURNISHED STEEL	36	2083
Brand#53	PROMO ANODIZED COPPER	45	2083
Brand#53	PROMO POLISHED COPPER	23	2083
Brand#53	PROMO POLISHED COPPER	45	2083
Brand#53	STANDARD BRUSHED NICKEL	45	2083
Brand#53	STANDARD BURNISHED COPPER	14	2083
Brand#53	STANDARD BURNISHED COPPER	49	2083
Brand#54	ECONOMY ANODIZED TIN	49	2083
Brand#54	ECONOMY BURNISHED STEEL	19	2083
Brand#54	PROMO BURNISHED TIN	23	2083
Brand#55	ECONOMY BRUSHED COPPER	14	2083
Brand#55	LARGE PLATED BRASS	19	2083
Brand#11	ECONOMY ANODIZED NICKEL	3	2082
Brand#11	LARGE PLATED TIN	36	2082
Brand#11	PROMO ANODIZED STEEL	14	2082
Brand#11	SMALL ANODIZED BRASS	36	2082
Brand#11	SMALL BURNISHED COPPER	49	2082
Brand#11	SMALL PLATED BRASS	45	2082
Brand#11	STANDARD ANODIZED STEEL	36	2082
Brand#11	STANDARD BURNISHED STEEL	3	2082
Brand#12	ECONOMY BURNISHED NICKEL	36	2082
Brand#12	ECONOMY PLATED TIN	23	2082
Brand#12	ECONOMY POLISHED STEEL	36	2082
Brand#12	SMALL ANODIZED COPPER	36	2082
Brand#13	PROMO BRUSHED TIN	19	2082
Brand#13	STANDARD BRUSHED STEEL	36	2082
Brand#13	STANDARD PLATED COPPER	23	2082
Brand#14	LARGE PLATED NICKEL	3	2082
Brand#14	PROMO BURNISHED STEEL	23	2082
Brand#14	PROMO BURNISHED TIN	3	2082
Brand#14	SMALL PLATED BRASS	49	2082
Brand#15	ECONOMY PLATED TIN	45	2082
Brand#15	PROMO BRUSHED BRASS	14	2082
Brand#15	SMALL POLISHED BRASS	19	2082
Brand#21	ECONOMY BURNISHED TIN	19	2082
Brand#21	MEDIUM PLATED STEEL	9	2082
Brand#21	PROMO ANODIZED NICKEL	45	2082
Brand#21	PROMO POLISHED BRASS	36	2082
Brand#21	SMALL BRUSHED STEEL	45	2082
Brand#21	SMALL POLISHED TIN	3	2082
Brand#21	STANDARD POLISHED NICKEL	23	2082
Brand#22	ECONOMY ANODIZED COPPER	19	2082
Brand#22	LARGE ANODIZED NICKEL	45	2082
Brand#22	LARGE POLISHED COPPER	23	2082
Brand#22	PROMO ANODIZED BRASS	3	2082
Brand#22	SMALL PLATED STEEL	3	2082
Brand#23	LARGE ANODIZED STEEL	49	2082
Brand#23	LARGE BRUSHED NICKEL	23	2082
Brand#23	SMALL BRUSHED COPPER	36	2082
Brand#24	LARGE BRUSHED TIN	3	2082
Brand#24	STANDARD PLATED TIN	49	2082
Brand#25	ECONOMY BURNISHED BRASS	23	2082
Brand#25	SMALL PLATED STEEL	3	2082
Brand#25	STANDARD BURNISHED COPPER	3	2082
Brand#31	ECONOMY BRUSHED TIN	49	2082
Brand#31	LARGE PLATED TIN	14	2082
Brand#32	LARGE PLATED BRASS	19	2082
Brand#32	MEDIUM BRUSHED NICKEL	14	2082
Brand#32	SMALL BRUSHED TIN	9	2082
Brand#32	SMALL PLATED BRASS	23	2082
Brand#33	LARGE ANODIZED BRASS	3	2082
Brand#33	PROMO POLISHED BRASS	9	2082
Brand#33	PROMO POLISHED COPPER	36	2082
Brand#33	SMALL POLISHED BRASS	23	2082
Brand#33	STANDARD POLISHED TIN	14	2082
Brand#34	LARGE PLATED COPPER	9	2082
Brand#34	MEDIUM PLATED BRASS	49	2082
Brand#34	SMALL POLISHED STEEL	36	2082
Brand#35	ECONOMY BRUSHED NICKEL	23	2082
Brand#35	ECONOMY PLATED NICKEL	3	2082
Brand#35	MEDIUM BRUSHED TIN	3	2082
Brand#35	PROMO BRUSHED NICKEL	23	2082
Brand#35	PROMO BURNISHED COPPER	36	2082
Brand#35	PROMO POLISHED TIN	36	2082
Brand#35	STANDARD ANODIZED BRASS	23	2082
Brand#41	ECONOMY POLISHED NICKEL	49	2082
Brand#41	MEDIUM ANODIZED BRASS	23	2082
Brand#41	MEDIUM BRUSHED STEEL	9	2082
Brand#41	MEDIUM PLATED NICKEL	14	2082
Brand#41	MEDIUM PLATED STEEL	3	2082
Brand#41	STANDARD PLATED NICKEL	23	2082
Brand#42	ECONOMY ANODIZED TIN	3	2082
Brand#42	MEDIUM BRUSHED COPPER	14	2082
Brand#42	PROMO ANODIZED BRASS	23	2082
Brand#42	PROMO BURNISHED BRASS	14	2082
Brand#42	PROMO BURNISHED COPPER	49	2082
Brand#42	SMALL ANODIZED COPPER	19	2082
Brand#42	SMALL BRUSHED COPPER	14	2082
Brand#42	SMALL POLISHED NICKEL	45	2082
Brand#43	MEDIUM ANODIZED BRASS	3	2082
Brand#43	SMALL ANODIZED TIN	9	2082
Brand#44	ECONOMY BURNISHED NICKEL	49	2082
Brand#44	MEDIUM ANODIZED COPPER	49	2082
Brand#44	PROMO POLISHED NICKEL	23	2082
Brand#44	SMALL POLISHED STEEL	49	2082
Brand#44	STANDARD PLATED COPPER	19	2082
Brand#51	ECONOMY BRUSHED COPPER	3	2082
Brand#51	ECONOMY BURNISHED COPPER	9	2082
Brand#51	ECONOMY BURNISHED NICKEL	49	2082
Brand#51	ECONOMY BURNISHED STEEL	36	2082
Brand#51	MEDIUM PLATED BRASS	14	2082
Brand#51	PROMO PLATED BRASS	23	2082
Brand#51	STANDARD BRUSHED COPPER	3	2082
Brand#51	STANDARD PLATED STEEL	45	2082
Brand#52	ECONOMY ANODIZED TIN	36	2082
Brand#52	ECONOMY BRUSHED COPPER	3	2082
Brand#52	ECONOMY PLATED BRASS	3	2082
Brand#52	LARGE ANODIZED STEEL	49	2082
Brand#52	LARGE BRUSHED TIN	49	2082
Brand#52	LARGE BURNISHED NICKEL	19	2082
Brand#52	PROMO PLATED COPPER	14	2082
Brand#52	SMALL PLATED STEEL	3	2082
Brand#53	ECONOMY PLATED TIN	9	2082
Brand#53	ECONOMY POLISHED TIN	9	2082
Brand#53	LARGE BRUSHED STEEL	45	2082
Brand#53	LARGE POLISHED BRASS	9	2082
Brand#53	PROMO POLISHED BRASS	45	2082
Brand#53	PROMO POLISHED COPPER	49	2082
Brand#53	SMALL BURNISHED TIN	45	2082
Brand#53	SMALL PLATED NICKEL	19	2082
Brand#53	SMALL POLISHED COPPER	14	2082
Brand#54	MEDIUM BURNISHED COPPER	19	2082
Brand#54	PROMO BRUSHED COPPER	49	2082
Brand#54	PROMO POLISHED COPPER	45	2082
Brand#54	SMALL PLATED NICKEL	9	2082
Brand#54	STANDARD BRUSHED COPPER	23	2082
Brand#55	ECONOMY BRUSHED COPPER	3	2082
Brand#55	ECONOMY POLISHED TIN	23	2082
Brand#55	LARGE BURNISHED COPPER	3	2082
Brand#11	MEDIUM PLATED COPPER	19	2081
Brand#11	SMALL POLISHED BRASS	19	2081
Brand#12	ECONOMY PLATED BRASS	23	2081
Brand#12	LARGE POLISHED STEEL	49	2081
Brand#12	MEDIUM BURNISHED NICKEL	36	2081
Brand#14	SMALL ANODIZED STEEL	23	2081
Brand#15	PROMO ANODIZED BRASS	36	2081
Brand#15	SMALL BRUSHED STEEL	23	2081
Brand#23	ECONOMY BURNISHED BRASS	9	2081
Brand#23	SMALL BRUSHED NICKEL	23	2081
Brand#25	PROMO POLISHED BRASS	49	2081
Brand#25	SMALL POLISHED BRASS	19	2081
Brand#32	ECONOMY ANODIZED BRASS	23	2081
Brand#32	SMALL BRUSHED COPPER	9	2081
Brand#32	SMALL BRUSHED NICKEL	49	2081
Brand#32	STANDARD BRUSHED STEEL	14	2081
Brand#32	STANDARD POLISHED COPPER	49	2081
Brand#33	LARGE PLATED TIN	19	2081
Brand#34	SMALL POLISHED COPPER	14	2081
Brand#41	STANDARD ANODIZED COPPER	14	2081
Brand#42	ECONOMY ANODIZED COPPER	23	2081
Brand#42	ECONOMY ANODIZED STEEL	49	2081
Brand#42	ECONOMY POLISHED TIN	36	2081
Brand#42	SMALL ANODIZED STEEL	49	2081
Brand#51	ECONOMY BURNISHED STEEL	23	2081
Brand#55	LARGE PLATED TIN	9	2081
Brand#11	LARGE BURNISHED TIN	3	2080
Brand#11	LARGE PLATED NICKEL	49	2080
Brand#11	SMALL PLATED TIN	3	2080
Brand#11	STANDARD BRUSHED NICKEL	3	2080
Brand#12	ECONOMY BRUSHED BRASS	49	2080
Brand#12	ECONOMY PLATED TIN	49	2080
Brand#12	SMALL POLISHED TIN	3	2080
Brand#12	STANDARD POLISHED STEEL	45	2080
Brand#13	ECONOMY ANODIZED BRASS	45	2080
Brand#13	ECONOMY PLATED COPPER	9	2080
Brand#13	SMALL POLISHED BRASS	3	2080
Brand#13	SMALL POLISHED STEEL	45	2080
Brand#13	STANDARD POLISHED COPPER	19	2080
Brand#14	ECONOMY PLATED COPPER	23	2080
Brand#14	ECONOMY PLATED COPPER	45	2080
Brand#14	PROMO POLISHED BRASS	19	2080
Brand#14	SMALL ANODIZED BRASS	3	2080
Brand#14	STANDARD BRUSHED BRASS	19	2080
Brand#15	ECONOMY PLATED BRASS	49	2080
Brand#15	MEDIUM ANODIZED STEEL	19	2080
Brand#15	PROMO PLATED BRASS	19	2080
Brand#15	SMALL PLATED STEEL	14	2080
Brand#21	LARGE BURNISHED COPPER	19	2080
Brand#21	MEDIUM BRUSHED BRASS	45	2080
Brand#21	PROMO BURNISHED BRASS	45	2080
Brand#22	ECONOMY ANODIZED TIN	14	2080
Brand#22	ECONOMY POLISHED BRASS	9	2080
Brand#22	LARGE PLATED BRASS	3	2080
Brand#22	STANDARD ANODIZED COPPER	9	2080
Brand#22	STANDARD ANODIZED STEEL	23	2080
Brand#23	ECONOMY PLATED COPPER	36	2080
Brand#23	LARGE BRUSHED COPPER	3	2080
Brand#23	PROMO BRUSHED BRASS	9	2080
Brand#23	PROMO POLISHED STEEL	9	2080
Brand#23	SMALL PLATED BRASS	9	2080
Brand#23	SMALL PLATED BRASS	23	2080
Brand#23	STANDARD ANODIZED STEEL	14	2080
Brand#23	STANDARD BURNISHED NICKEL	23	2080
Brand#23	STANDARD PLATED COPPER	45	2080
Brand#24	ECONOMY BURNISHED STEEL	9	2080
Brand#24	MEDIUM BRUSHED BRASS	45	2080
Brand#24	PROMO ANODIZED BRASS	14	2080
Brand#24	SMALL POLISHED COPPER	19	2080
Brand#25	ECONOMY BURNISHED BRASS	49	2080
Brand#25	PROMO BRUSHED COPPER	36	2080
Brand#25	STANDARD BRUSHED TIN	23	2080
Brand#25	STANDARD PLATED TIN	3	2080
Brand#31	ECONOMY BURNISHED STEEL	49	2080
Brand#31	LARGE PLATED BRASS	9	2080
Brand#31	MEDIUM BURNISHED STEEL	14	2080
Brand#31	PROMO BURNISHED COPPER	23	2080
Brand#31	PROMO BURNISHED STEEL	19	2080
Brand#31	PROMO POLISHED STEEL	23	2080
Brand#31	STANDARD POLISHED TIN	23	2080
Brand#32	ECONOMY PLATED BRASS	36	2080
Brand#32	LARGE BURNISHED COPPER	14	2080
Brand#32	MEDIUM ANODIZED BRASS	36	2080
Brand#32	PROMO ANODIZED NICKEL	14	2080
Brand#32	PROMO BRUSHED COPPER	23	2080
Brand#32	PROMO POLISHED BRASS	19	2080
Brand#33	ECONOMY ANODIZED COPPER	19	2080
Brand#33	PROMO PLATED NICKEL	23	2080
Brand#34	ECONOMY BURNISHED NICKEL	3	2080
Brand#34	LARGE POLISHED NICKEL	3	2080
Brand#34	PROMO PLATED COPPER	19	2080
Brand#34	SMALL BRUSHED STEEL	9	2080
Brand#34	SMALL BURNISHED COPPER	36	2080
Brand#35	ECONOMY POLISHED STEEL	36	2080
Brand#35	LARGE PLATED STEEL	9	2080
Brand#35	MEDIUM ANODIZED COPPER	45	2080
Brand#35	MEDIUM BURNISHED COPPER	9	2080
Brand#35	STANDARD PLATED COPPER	36	2080
Brand#35	STANDARD PLATED TIN	49	2080
Brand#41	LARGE ANODIZED STEEL	36	2080
Brand#41	LARGE BURNISHED TIN	36	2080
Brand#41	LARGE PLATED COPPER	45	2080
Brand#41	LARGE PLATED STEEL	3	2080
Brand#41	LARGE POLISHED NICKEL	36	2080
Brand#41	PROMO BURNISHED BRASS	9	2080
Brand#41	PROMO BURNISHED TIN	14	2080
Brand#41	PROMO PLATED NICKEL	3	2080
Brand#41	SMALL POLISHED COPPER	49	2080
Brand#41	STANDARD BRUSHED COPPER	45	2080
Brand#41	STANDARD BRUSHED NICKEL	19	2080
Brand#41	STANDARD POLISHED STEEL	45	2080
Brand#42	ECONOMY ANODIZED TIN	14	2080
Brand#42	PROMO BURNISHED NICKEL	14	2080
Brand#42	SMALL BRUSHED COPPER	23	2080
Brand#42	STANDARD ANODIZED COPPER	23	2080
Brand#42	STANDARD BURNISHED STEEL	3	2080
Brand#43	LARGE ANODIZED NICKEL	49	2080
Brand#43	LARGE BRUSHED STEEL	36	2080
Brand#43	LARGE BRUSHED TIN	9	2080
Brand#43	MEDIUM ANODIZED BRASS	14	2080
Brand#43	MEDIUM ANODIZED TIN	9	2080
Brand#43	PROMO ANODIZED NICKEL	3	2080
Brand#43	PROMO BURNISHED NICKEL	3	2080
Brand#44	ECONOMY ANODIZED TIN	14	2080
Brand#44	MEDIUM ANODIZED BRASS	9	2080
Brand#44	MEDIUM BURNISHED NICKEL	49	2080
Brand#44	PROMO BRUSHED BRASS	23	2080
Brand#44	PROMO POLISHED BRASS	45	2080
Brand#44	SMALL BRUSHED BRASS	45	2080
Brand#51	MEDIUM ANODIZED STEEL	36	2080
Brand#51	PROMO BRUSHED NICKEL	49	2080
Brand#52	MEDIUM BRUSHED COPPER	45	2080
Brand#52	PROMO POLISHED NICKEL	49	2080
Brand#52	SMALL POLISHED COPPER	36	2080
Brand#52	STANDARD BRUSHED TIN	3	2080
Brand#52	STANDARD POLISHED COPPER	9	2080
Brand#53	ECONOMY BRUSHED COPPER	36	2080
Brand#53	LARGE POLISHED COPPER	9	2080
Brand#53	PROMO POLISHED TIN	36	2080
Brand#53	STANDARD BRUSHED COPPER	36	2080
Brand#54	MEDIUM ANODIZED STEEL	14	2080
Brand#55	MEDIUM PLATED STEEL	9	2080
Brand#55	PROMO PLATED NICKEL	14	2080
Brand#55	STANDARD BRUSHED BRASS	9	2080
Brand#55	STANDARD BURNISHED BRASS	36	2080
Brand#11	PROMO PLATED NICKEL	9	2079
Brand#11	PROMO POLISHED TIN	49	2079
Brand#11	STANDARD POLISHED TIN	49	2079
Brand#12	ECONOMY BRUSHED TIN	9	2079
Brand#12	LARGE PLATED TIN	19	2079
Brand#12	MEDIUM BRUSHED NICKEL	45	2079
Brand#12	PROMO ANODIZED NICKEL	23	2079
Brand#12	PROMO BRUSHED BRASS	9	2079
Brand#12	PROMO BURNISHED BRASS	14	2079
Brand#12	STANDARD PLATED COPPER	14	2079
Brand#13	ECONOMY BRUSHED STEEL	49	2079
Brand#13	MEDIUM ANODIZED TIN	36	2079
Brand#13	MEDIUM PLATED BRASS	23	2079
Brand#13	PROMO BURNISHED NICKEL	19	2079
Brand#13	STANDARD BURNISHED NICKEL	3	2079
Brand#13	STANDARD PLATED COPPER	36	2079
Brand#14	ECONOMY ANODIZED BRASS	45	2079
Brand#14	ECONOMY BRUSHED NICKEL	19	2079
Brand#14	ECONOMY POLISHED BRASS	19	2079
